start_station_name,end_station_name,member_casual,date,avg_temp,value,month,day_of_week,season
21 St & 21 Ave,31 St & Ditmars Blvd,member,2022-01-01,11.6,1,1,Saturday,winter
Madison St & Montgomery St,West End Ave & W 60 St,casual,2022-01-01,11.6,1,1,Saturday,winter
W 47 St & 10 Ave,W 90 St & Amsterdam Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Centre St & Worth St,Clark St & Henry St,casual,2022-01-01,11.6,1,1,Saturday,winter
Dean St & Hoyt St,West Thames St,member,2022-01-01,11.6,1,1,Saturday,winter
River Ave & E 151 St,W 160 St & St. Nicholas Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 10 St & Washington St,Little West St & 1 Pl,casual,2022-01-01,11.6,1,1,Saturday,winter
Broadway & W 36 St,W 24 St & 7 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
5 Ave & E 87 St,Madison Ave & E 99 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 11 St & 1 Ave,E 11 St & Avenue B,member,2022-01-01,11.6,1,1,Saturday,winter
Hudson St & W 13 St,West Thames St,member,2022-01-01,11.6,1,1,Saturday,winter
Kosciuszko St & Nostrand Ave,Hope St & Union Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Willoughby Ave & Tompkins Ave,Lafayette Ave & Classon Ave,member,2022-01-01,11.6,1,1,Saturday,winter
11 Ave & W 59 St,11 Ave & W 41 St,member,2022-01-01,11.6,1,1,Saturday,winter
17 St & 5 Ave,29 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Margaret Corbin Plz & Ft Washington Ave,Riverside Dr & Broadway,casual,2022-01-01,11.6,1,1,Saturday,winter
Broadway & Berry St,E 2 St & Avenue B,member,2022-01-01,11.6,1,1,Saturday,winter
E 16 St & 5 Ave,W 55 St & 6 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Grand St & Elizabeth St,Henry St & Grand St,member,2022-01-01,11.6,1,1,Saturday,winter
E 11 St & Avenue B,Sullivan St & Washington Sq,member,2022-01-01,11.6,1,1,Saturday,winter
Grove St & Broadway,Madison St & Evergreen Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Hope St & Union Ave,Myrtle Ave & Fleet Pl,member,2022-01-01,11.6,1,1,Saturday,winter
W 49 St & 8 Ave,E 48 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Amsterdam Ave & W 66 St,Madison Ave & E 99 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 11 St & Avenue B,Cooper Square & Astor Pl,member,2022-01-01,11.6,1,1,Saturday,winter
E 33 St & 1 Ave,Allen St & Hester St,member,2022-01-01,11.6,1,1,Saturday,winter
W 22 St & 8 Ave,W 42 St & 6 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
58 St & Pier 4,59 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Norfolk St & Broome St,12 Ave & W 40 St,member,2022-01-01,11.6,1,1,Saturday,winter
W 44 St & 11 Ave,Central Park West & W 72 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Franklin St & W Broadway,6 Ave & Broome St,member,2022-01-01,11.6,1,1,Saturday,winter
11 Ave & W 59 St,E 2 St & 2 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Bergen St & Flatbush Ave,Henry St & Atlantic Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Hanson Pl & Ashland Pl,Wythe Ave & Metropolitan Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Grand St & Elizabeth St,E 50 St & Park Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
25 Ave & 41 St,30 Ave & 41 St,member,2022-01-01,11.6,1,1,Saturday,winter
Greene Ave & Nostrand Ave,S 3 St & Bedford Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
W 30 St & 10 Ave,W 24 St & 7 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Wards Meadow Comfort Station,Icahn Stadium,member,2022-01-01,11.6,1,1,Saturday,winter
8 Ave & W 33 St,Fulton St & Broadway,casual,2022-01-01,11.6,1,1,Saturday,winter
44 Dr & Jackson Ave,35 St & 34 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
6 Ave & 12 St,Prospect Park SW & Vanderbilt St,member,2022-01-01,11.6,1,1,Saturday,winter
E 41 St & Madison Ave (SW corner),E 4 St & 2 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Eastern Pkwy & Franklin Ave,Eastern Pkwy & Franklin Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Eastern Pkwy & Franklin Ave,Eastern Pkwy & Franklin Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
E 4 St & 2 Ave,E 4 St & 2 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Greenwich St & W Houston St,Greenwich St & W Houston St,member,2022-01-01,11.6,1,1,Saturday,winter
Eastern Pkwy & Franklin Ave,6 Ave & 9 St,member,2022-01-01,11.6,1,1,Saturday,winter
Carmine St & 6 Ave,Fulton St & Pearl St,casual,2022-01-01,11.6,1,1,Saturday,winter
N 12 St & Bedford Ave,E 2 St & Avenue B,member,2022-01-01,11.6,1,1,Saturday,winter
S 5 Pl & S 5 St,E 2 St & Avenue B,casual,2022-01-01,11.6,1,1,Saturday,winter
Myrtle Ave & Marcy Ave,Division Ave & Hooper St,casual,2022-01-01,11.6,1,1,Saturday,winter
Howard St & Lafayette St,Mercer St & Spring St,member,2022-01-01,11.6,1,1,Saturday,winter
Riverside Dr & W 91 St,Riverside Dr & W 72 St,member,2022-01-01,11.6,1,1,Saturday,winter
Ditmars Blvd & 19 St,31 St & Ditmars Blvd,member,2022-01-01,11.6,1,1,Saturday,winter
Ditmars Blvd & 19 St,31 St & Ditmars Blvd,member,2022-01-01,11.6,1,1,Saturday,winter
E 25 St & 1 Ave,E 13 St & 2 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 56 St & 10 Ave,E 48 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
E 91 St & 2 Ave,E 39 St & Lexington Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Columbia St & Rivington St,Market St & Henry St,member,2022-01-01,11.6,1,1,Saturday,winter
W 15 St & 7 Ave,6 Ave & W 45 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 75 St & 3 Ave,2 Ave & E 55 St,member,2022-01-01,11.6,1,1,Saturday,winter
Bank St & Hudson St,E 5 St & Cooper Sq,member,2022-01-01,11.6,1,1,Saturday,winter
E 4 St & 2 Ave,E 5 St & Cooper Sq,member,2022-01-01,11.6,1,1,Saturday,winter
Frederick Douglass Blvd & W 115 St,Frederick Douglass Blvd & W 145 St,member,2022-01-01,11.6,1,1,Saturday,winter
Maiden Ln & Pearl St,E 11 St & Avenue B,member,2022-01-01,11.6,1,1,Saturday,winter
St Marks Pl & 1 Ave,E 11 St & Avenue B,member,2022-01-01,11.6,1,1,Saturday,winter
5 Ave & E 72 St,E 11 St & Avenue B,member,2022-01-01,11.6,1,1,Saturday,winter
E 53 St & Madison Ave,W 24 St & 7 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
5 Ave & W 126 St,1 Ave & E 110 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 33 St & 1 Ave,E 48 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 16 St & The High Line,W 24 St & 7 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Central Park West & W 72 St,E 48 St & 5 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
W 84 St & Columbus Ave,E 48 St & 5 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
W 59 St & 10 Ave,West End Ave & W 107 St,member,2022-01-01,11.6,1,1,Saturday,winter
Central Park West & W 72 St,Madison Ave & E 99 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 39 St & Lexington Ave,E 48 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Adam Clayton Powell Blvd & W 126 St,Frederick Douglass Blvd & W 145 St,member,2022-01-01,11.6,1,1,Saturday,winter
Berkeley Pl & 7 Ave,Prospect Ave & Vanderbilt St,member,2022-01-01,11.6,1,1,Saturday,winter
Bank St & Washington St,Greenwich St & Hubert St,member,2022-01-01,11.6,1,1,Saturday,winter
Myrtle Ave & Grove St,Stewart Ave & Johnson Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
6 Ave & Broome St,Greenwich St & Hubert St,member,2022-01-01,11.6,1,1,Saturday,winter
Barrow St & Hudson St,Greenwich St & Hubert St,member,2022-01-01,11.6,1,1,Saturday,winter
W 11 St & 6 Ave,W 55 St & 6 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
1 Ave & E 94 St,W 84 St & Columbus Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Brook Ave & E 157 St,3 Ave & E 163 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Ocean Pkwy & Church Ave,Dahill Rd & 12 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
East End Ave & E 86 St,E 85 St & 3 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Washington Pl & Broadway,E 89 St & York Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Stagg St & Union Ave,Marcus Garvey Blvd & Macon St,casual,2022-01-01,11.6,1,1,Saturday,winter
Bergen St & Flatbush Ave,Dahill Rd & 12 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
E 54 St & 1 Ave,E 51 St & 2 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Allen St & Rivington St,Henry St & Grand St,member,2022-01-01,11.6,1,1,Saturday,winter
Broadway & W 25 St,E 30 St & Park Ave S,member,2022-01-01,11.6,1,1,Saturday,winter
Fulton St & Utica Ave,Marcus Garvey Blvd & Macon St,member,2022-01-01,11.6,1,1,Saturday,winter
Underhill Ave & Pacific St,7 Ave & Park Pl,casual,2022-01-01,11.6,1,1,Saturday,winter
India St & Manhattan Ave,India St Pier,casual,2022-01-01,11.6,1,1,Saturday,winter
Adam Clayton Powell Blvd & W 115 St,W 84 St & Columbus Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Clark St & Henry St,W 55 St & 6 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Metropolitan Ave & Bedford Ave,Henry St & Grand St,casual,2022-01-01,11.6,1,1,Saturday,winter
W 54 St & 9 Ave,W 84 St & Columbus Ave,member,2022-01-01,11.6,1,1,Saturday,winter
E 44 St & Lexington Ave,E 47 St & 2 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
8 Ave & W 33 St,W 37 St & 10 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Spring St & Hudson St,University Pl & E 8 St,casual,2022-01-01,11.6,1,1,Saturday,winter
W 4 St & 7 Ave S,University Pl & E 8 St,member,2022-01-01,11.6,1,1,Saturday,winter
Catherine St & Monroe St,W 34 St & 11 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Greenwich Ave & 8 Ave,University Pl & E 8 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Riverside Dr & W 153 St,12 Ave & W 125 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Carmine St & 6 Ave,W 37 St & 10 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Irving Ave & Halsey St,Madison St & Evergreen Ave,member,2022-01-01,11.6,1,1,Saturday,winter
12 Ave & W 40 St,W 34 St & 11 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Delancey St & Eldridge St,Melrose St & Broadway,member,2022-01-01,11.6,1,1,Saturday,winter
E 51 St & 1 Ave,E 68 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
8 Ave & W 27 St,W 37 St & 10 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Carmine St & 6 Ave,12 Ave & W 40 St,member,2022-01-01,11.6,1,1,Saturday,winter
1 Ave & E 62 St,Metropolitan Ave & Bedford Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 82 St & Central Park West,W 181 St & Riverside Dr,member,2022-01-01,11.6,1,1,Saturday,winter
Queens Plaza North & Crescent St,21 St & Queens Plaza North,member,2022-01-01,11.6,1,1,Saturday,winter
N 15 St & Wythe Ave,Lincoln Pl & Classon Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
35 St & 34 Ave,43 St & 37 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
12 Ave & W 40 St,12 Ave & W 40 St,member,2022-01-01,11.6,1,1,Saturday,winter
Berkeley Pl & 7 Ave,Court St & Nelson St,member,2022-01-01,11.6,1,1,Saturday,winter
Central Park West & W 72 St,Central Park West & W 72 St,casual,2022-01-01,11.6,1,1,Saturday,winter
West Drive & Prospect Park West,Lincoln Pl & Classon Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Leonard St & Boerum St,Metropolitan Ave & Bedford Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Classon Ave & St Marks Ave,Lincoln Pl & Classon Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Wyckoff Ave & Gates Ave,Suydam St & Knickerbocker Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Clinton St & Grand St,Clinton St & Cherry St,member,2022-01-01,11.6,1,1,Saturday,winter
Bedford Ave & Nassau Ave,Hope St & Union Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
West Drive & Prospect Park West,Plaza St West & Flatbush Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Grand Army Plaza & Plaza St West,Plaza St West & Flatbush Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Ft. Hamilton Pkwy & E 5 St,Plaza St West & Flatbush Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Bushwick Ave & Powers St,Hope St & Union Ave,member,2022-01-01,11.6,1,1,Saturday,winter
St James Pl & Pearl St,Clinton St & Cherry St,member,2022-01-01,11.6,1,1,Saturday,winter
E 31 St & 3 Ave,E 39 St & 2 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
William St & Pine St,Clinton St & Cherry St,casual,2022-01-01,11.6,1,1,Saturday,winter
Perry St & Greenwich Ave,West Thames St,member,2022-01-01,11.6,1,1,Saturday,winter
Audobon Ave & W 179 St,W 171 St & St. Nicholas Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Bayard St & Baxter St,West Thames St,member,2022-01-01,11.6,1,1,Saturday,winter
Broadway & Berry St,Bedford Ave & S 9 St,member,2022-01-01,11.6,1,1,Saturday,winter
Hamilton Pl & W 140 St,W 160 St & St. Nicholas Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Wadsworth Ave & W 179 St,W 160 St & St. Nicholas Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Park Pl & Church St,Fulton St & Broadway,member,2022-01-01,11.6,1,1,Saturday,winter
Murray St & Greenwich St,West Thames St,casual,2022-01-01,11.6,1,1,Saturday,winter
Van Brunt St & Van Dyke St,Bedford Ave & S 9 St,casual,2022-01-01,11.6,1,1,Saturday,winter
E 48 St & 3 Ave,W 104 St & Amsterdam Ave,member,2022-01-01,11.6,1,1,Saturday,winter
West St & Liberty St,West Thames St,member,2022-01-01,11.6,1,1,Saturday,winter
West St & Liberty St,West Thames St,member,2022-01-01,11.6,1,1,Saturday,winter
William St & Pine St,West Thames St,member,2022-01-01,11.6,1,1,Saturday,winter
West St & Liberty St,West Thames St,casual,2022-01-01,11.6,1,1,Saturday,winter
Grand Army Plaza & Plaza St West,Fulton St & Irving Pl,member,2022-01-01,11.6,1,1,Saturday,winter
Central Park W & W 103 St,5 Ave & E 87 St,member,2022-01-01,11.6,1,1,Saturday,winter
Henry St & Atlantic Ave,Henry St & Degraw St,casual,2022-01-01,11.6,1,1,Saturday,winter
E 13 St & Avenue A,E 19 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 163 St & Edgecombe Ave,Willis Ave & E 143 St,member,2022-01-01,11.6,1,1,Saturday,winter
Lexington Ave & E 29 St,E 19 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
5 Ave & E 87 St,5 Ave & E 87 St,casual,2022-01-01,11.6,1,1,Saturday,winter
W 50 St & 10 Ave,W 36 St & 7 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 15 St & 7 Ave,W 36 St & 7 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
E 33 St & 5 Ave,5 Ave & E 87 St,casual,2022-01-01,11.6,1,1,Saturday,winter
MacDougal St & Washington Sq,MacDougal St & Washington Sq,casual,2022-01-01,11.6,1,1,Saturday,winter
Jay St & York St,Sterling Pl & Bedford Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
5 Ave & E 87 St,E 53 St & Madison Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Fulton St & Irving Pl,Emerson Pl & Myrtle Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Sullivan St & Washington Sq,MacDougal St & Washington Sq,member,2022-01-01,11.6,1,1,Saturday,winter
Central Park West & W 76 St,5 Ave & E 87 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Clark St & Henry St,Schermerhorn St & Court St,casual,2022-01-01,11.6,1,1,Saturday,winter
West End Ave & W 60 St,W 36 St & 7 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Lexington Ave & E 24 St,E 19 St & 3 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
E 13 St & 2 Ave,E 19 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 42 St & Dyer Ave,5 Ave & E 87 St,member,2022-01-01,11.6,1,1,Saturday,winter
Center Blvd & 51 Ave,Jackson Ave & 46 Rd,member,2022-01-01,11.6,1,1,Saturday,winter
W Broadway & W Houston St,E 19 St & 3 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
E 25 St & 2 Ave,E 19 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
E 11 St & 1 Ave,Grand St & Elizabeth St,member,2022-01-01,11.6,1,1,Saturday,winter
St Marks Pl & 2 Ave,Grand St & Elizabeth St,member,2022-01-01,11.6,1,1,Saturday,winter
Steinway St & Broadway,Steinway St & 28 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Thompson St & Bleecker St,W 37 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 49 St & 8 Ave,Hudson St & W 13 St,casual,2022-01-01,11.6,1,1,Saturday,winter
E 12 St & Ave C,Grand St & Elizabeth St,member,2022-01-01,11.6,1,1,Saturday,winter
35 St & 21 Ave,Steinway St & 28 Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Madison St & Montgomery St,Grand St & Elizabeth St,member,2022-01-01,11.6,1,1,Saturday,winter
W 20 St & 7 Ave,Perry St & Greenwich Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
E 40 St & Park Ave,W 37 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
North Moore St & Greenwich St,Hudson St & W 13 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Stanton St & Norfolk St,Grand St & Elizabeth St,member,2022-01-01,11.6,1,1,Saturday,winter
Broadway & W 37 St,Grand St & Elizabeth St,member,2022-01-01,11.6,1,1,Saturday,winter
Wyckoff Ave & Gates Ave,Fairview Ave & Linden St,member,2022-01-01,11.6,1,1,Saturday,winter
Rivington St & Ridge St,Perry St & Greenwich Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Lewis Ave & Kosciuszko St,Bushwick Ave & Linden St,casual,2022-01-01,11.6,1,1,Saturday,winter
1 Ave & E 6 St,Hudson St & W 13 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 5 St & Cooper Sq,Grand St & Elizabeth St,member,2022-01-01,11.6,1,1,Saturday,winter
Jackson St & Leonard St,Leonard St & Maujer St,member,2022-01-01,11.6,1,1,Saturday,winter
Central Ave & Covert St,Kent Ave & S 11 St,member,2022-01-01,11.6,1,1,Saturday,winter
Delancey St & Eldridge St,N 6 St & Bedford Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Broadway & W 25 St,W 25 St & 6 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Central Park W & W 91 St,5 Ave & E 93 St,member,2022-01-01,11.6,1,1,Saturday,winter
Yankee Ferry Terminal,Yankee Ferry Terminal,casual,2022-01-01,11.6,1,1,Saturday,winter
Kent Ave & S 11 St,Kent Ave & S 11 St,member,2022-01-01,11.6,1,1,Saturday,winter
1 Ave & E 18 St,Rivington St & Ridge St,member,2022-01-01,11.6,1,1,Saturday,winter
Morris Ave & E 163 St,Grand Concourse & E 161 St,member,2022-01-01,11.6,1,1,Saturday,winter
Metropolitan Ave & Bedford Ave,N 6 St & Bedford Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Front St & Gold St,Clinton St & Tillary St,casual,2022-01-01,11.6,1,1,Saturday,winter
14 St & 7 Ave,14 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
5 Ave & 3 St,14 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
N 6 St & Bedford Ave,Kent Ave & S 11 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Park Cir & East Dr,Caton Ave & E 7 St,member,2022-01-01,11.6,1,1,Saturday,winter
Congress St & Clinton St,Henry St & Remsen St,member,2022-01-01,11.6,1,1,Saturday,winter
E 20 St & Park Ave,Clinton St & Union St,casual,2022-01-01,11.6,1,1,Saturday,winter
Cedar St & Myrtle Ave,Greene Av & Myrtle Av,member,2022-01-01,11.6,1,1,Saturday,winter
Clark St & Henry St,Henry St & Remsen St,member,2022-01-01,11.6,1,1,Saturday,winter
Clark St & Henry St,Henry St & Remsen St,member,2022-01-01,11.6,1,1,Saturday,winter
Eastern Pkwy & Washington Ave,Caton Ave & E 7 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Grand Army Plaza & Plaza St West,Henry St & Remsen St,member,2022-01-01,11.6,1,1,Saturday,winter
Plaza St West & Flatbush Ave,Cadman Plaza E & Tillary St,member,2022-01-01,11.6,1,1,Saturday,winter
Melrose St & Broadway,Myrtle Ave & Marcy Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Broadway & W 25 St,Stanton St & Chrystie St,member,2022-01-01,11.6,1,1,Saturday,winter
Dean St & Franklin Ave,Prospect Pl & Vanderbilt Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
W 27 St & 7 Ave,Centre St & Chambers St,casual,2022-01-01,11.6,1,1,Saturday,winter
Broadway & W 25 St,Stanton St & Chrystie St,casual,2022-01-01,11.6,1,1,Saturday,winter
Washington Pl & 6 Ave,Morningside Dr & Amsterdam Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Mott St & Prince St,E 138 St & Cypress Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Marcus Garvey Blvd & Macon St,Albany Ave & Fulton St,member,2022-01-01,11.6,1,1,Saturday,winter
Columbus Ave & W 95 St,Adam Clayton Powell Blvd & W 115 St,casual,2022-01-01,11.6,1,1,Saturday,winter
5 Ave & E 63 St,Central Park W & W 91 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Old Fulton St,Bergen St & 4 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
E 72 St & York Ave,E 85 St & York Ave,casual,2022-01-01,11.6,1,1,Saturday,winter
Green St & McGuinness Blvd,Vernon Blvd & 50 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
14 St & 7 Ave,Sterling Pl & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 52 St & 11 Ave,West End Ave & W 60 St,member,2022-01-01,11.6,1,1,Saturday,winter
W 27 St & 7 Ave,11 Ave & W 41 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 40 St & 5 Ave,Lexington Ave & E 24 St,casual,2022-01-01,11.6,1,1,Saturday,winter
E 32 St & Park Ave,Lexington Ave & E 24 St,member,2022-01-01,11.6,1,1,Saturday,winter
W 54 St & 9 Ave,11 Ave & W 41 St,member,2022-01-01,11.6,1,1,Saturday,winter
Halsey St & Evergreen Ave,Willoughby Ave & Myrtle Ave,member,2022-01-01,11.6,1,1,Saturday,winter
E 47 St & 2 Ave,Madison Av & E 51 St,member,2022-01-01,11.6,1,1,Saturday,winter
Leonard St & Maujer St,Irving Ave & Jefferson St,casual,2022-01-01,11.6,1,1,Saturday,winter
Prospect Pl & Vanderbilt Ave,7 St & 5 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Central Park W & W 103 St,West End Ave & W 94 St,member,2022-01-01,11.6,1,1,Saturday,winter
Riverside Dr & W 91 St,Madison Av & E 51 St,casual,2022-01-01,11.6,1,1,Saturday,winter
Shore Blvd & Astoria Park,Steinway St & Broadway,member,2022-01-01,11.6,1,1,Saturday,winter
W 33 St & 7 Ave,West End Ave & W 94 St,casual,2022-01-01,11.6,1,1,Saturday,winter
W 87 St & West End Ave,West End Ave & W 94 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 41 St & Madison Ave (SW corner),E 75 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
W 64 St & Thelonious Monk Circle,West End Ave & W 94 St,member,2022-01-01,11.6,1,1,Saturday,winter
Leonard St & Maujer St,Graham Ave & Conselyea St,member,2022-01-01,11.6,1,1,Saturday,winter
Humboldt St & Varet St,Irving Ave & Jefferson St,member,2022-01-01,11.6,1,1,Saturday,winter
Berry St & N 8 St,Graham Ave & Conselyea St,member,2022-01-01,11.6,1,1,Saturday,winter
Irving Ave & Halsey St,Verona Pl & Fulton St,casual,2022-01-01,11.6,1,1,Saturday,winter
E 51 St & 2 Ave,Madison Av & E 51 St,member,2022-01-01,11.6,1,1,Saturday,winter
E 56 St & 3 Ave,E 75 St & 3 Ave,member,2022-01-01,11.6,1,1,Saturday,winter
Lincoln Pl & Classon Ave,Verona Pl & Fulton St,member,2022-01-01,11.6,1,1,Saturday,winter
Lewis Ave & Madison St,Central Ave & Melrose St,member,2022-01-01,11.6,1,1,Saturday,winter
Fulton St & Broadway,Carlton Ave & Park Ave,member,2022-01-01,11.6,1,1,Saturday,winter
31 St & 23 Ave,25 Ave & 41 St,member,2022-01-01,11.6,1,1,Saturday,winter
