start_station_name,end_station_name,member_casual,date,avg_temp,value,month,day_of_week,season
Pearl St & Peck Slip,Murray St & West St,member,2022-01-21,-6.0,1,1,Friday,winter
E 31 St & 3 Ave,5 Ave & E 29 St,member,2022-01-21,-6.0,1,1,Friday,winter
William St & Pine St,Fulton St & William St,member,2022-01-21,-6.0,1,1,Friday,winter
Bushwick Ave & Powers St,Franklin St & Dupont St,member,2022-01-21,-6.0,1,1,Friday,winter
E 88 St & Park Ave,E 110 St & Madison Ave,member,2022-01-21,-6.0,1,1,Friday,winter
E 31 St & 3 Ave,E 25 St & 1 Ave,member,2022-01-21,-6.0,1,1,Friday,winter
49 Ave & 21 St,Calyer St & Jewel St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 13 St & 5 Ave,5 Ave & E 29 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Clinton Ave & Myrtle Ave,Washington Ave & Greene Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 10 St & Washington St,Mott St & Prince St,member,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & W 34 St,6 Ave & W 45 St,member,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 52 St,W 25 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 44 St,E 39 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 50 St & 9 Ave,W 31 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 81 St & York Ave,E 81 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Forsyth St & Broome St,Allen St & Rivington St,member,2022-01-22,-5.9,1,1,Saturday,winter
5 Ave & W 131 St,E 110 St & Madison Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Amsterdam Ave & W 73 St,Amsterdam Ave & W 79 St,member,2022-01-22,-5.9,1,1,Saturday,winter
St Marks Pl & 2 Ave,Canal St & Rutgers St,member,2022-01-22,-5.9,1,1,Saturday,winter
Richardson St & N Henry St,Suydam St & Knickerbocker Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 106 St & Madison Ave,Lexington Ave & E 111 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Butler St & Court St,Clinton St & Tillary St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 51 St & Rockefeller Plaza,5 Ave & E 29 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lexington Ave & E 26 St,5 Ave & E 29 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 27 St & 1 Ave,E 39 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Pulaski St & Marcus Garvey Blvd,Myrtle Ave & Lewis Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Perry St & Greenwich Ave,Christopher St & Greenwich St,member,2022-01-22,-5.9,1,1,Saturday,winter
Perry St & Greenwich Ave,Lafayette St & E 8 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Nassau Ave & Newell St,Lincoln Pl & Classon Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park S & 6 Ave,E 84 St & Park Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Stagg St & Union Ave,Canal St & Rutgers St,member,2022-01-22,-5.9,1,1,Saturday,winter
3 Ave & E 72 St,E 63 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Steinway St & 28 Ave,21 Ave & Crescent St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lenox Ave & W 111 St,1 Ave & E 62 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lexington Ave & E 29 St,W 25 St & 6 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Howard St & Lafayette St,Lafayette St & E 8 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Warren St & Court St,Court St & Nelson St,member,2022-01-22,-5.9,1,1,Saturday,winter
Centre St & Chambers St,Columbia Heights & Cranberry St,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenwich St & Hubert St,Murray St & West St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Carroll St & 5 Ave,Boerum Pl\t& Pacific St,member,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & 12 St,Washington Ave & Greene Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
S 5 Pl & S 5 St,Canal St & Rutgers St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 27 St & 1 Ave,E 39 St & Lexington Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 47 St & Park Ave,6 Ave & W 45 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 106 St & Amsterdam Ave,Cathedral Pkwy & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
West Broadway & Watts St,E 16 St & Irving Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 68 St,E 55 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Amsterdam Ave & W 73 St,Amsterdam Ave & W 79 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenwich Ave & 8 Ave,Bank St & Washington St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 2 St & Avenue C,Allen St & Rivington St,member,2022-01-22,-5.9,1,1,Saturday,winter
Clinton Ave & Flushing Ave,Mott St & Prince St,member,2022-01-22,-5.9,1,1,Saturday,winter
Adams St & Prospect St,Clark St & Henry St,casual,2022-01-22,-5.9,1,1,Saturday,winter
St Nicholas Ave & Manhattan Ave,Lexington Ave & E 120 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 84 St & 1 Ave,E 85 St & York Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park W & W 103 St,W 92 St & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
28 Ave & 44 St,31 St & Astoria Blvd,casual,2022-01-22,-5.9,1,1,Saturday,winter
Union Ave & Jackson St,Washington Ave & Greene Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Lenox Ave & W 115 St,E 110 St & Madison Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 15 St & 10 Ave,Murray St & West St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 42 St & 6 Ave,E 54 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 118 St & Madison Ave,Park Ave & E 124 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 27 St & 1 Ave,1 Ave & E 62 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W Mosholu Pkwy S & Sedgwick Ave,Botanical Sq & Webster Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Grand Ave & Bergen St,Fulton St & Waverly Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 87 St & Amsterdam Ave,Central Park W & W 91 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Division St & Bowery,Allen St & Stanton St,member,2022-01-22,-5.9,1,1,Saturday,winter
Wilson Ave & Moffat St,Wyckoff Ave & Gates Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 13 St & Avenue A,Allen St & Rivington St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Grand St & Elizabeth St,Rivington St & Ridge St,member,2022-01-22,-5.9,1,1,Saturday,winter
5 Ave & E 78 St,5 Ave & E 93 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 94 St,5 Ave & E 93 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Wythe Ave & Metropolitan Ave,Frost St & Meeker Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & W 34 St,W 20 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Grand St & Elizabeth St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
N 12 St & Bedford Ave,Driggs Ave & N 9 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park W & W 103 St,W 87 St & Amsterdam Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Lafayette St & Jersey St,Sterling Pl & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Pl & Clinton St,Boerum Pl\t& Pacific St,member,2022-01-22,-5.9,1,1,Saturday,winter
5 Ave & E 103 St,E 48 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 23 St & 1 Ave,Nassau Ave & Newell St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 34 St &\tHudson Blvd E,Mercer St & Bleecker St,member,2022-01-22,-5.9,1,1,Saturday,winter
Vesey St & Church St,Pike St & Monroe St,member,2022-01-22,-5.9,1,1,Saturday,winter
Bleecker St & Crosby St,W 12 St & Hudson St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lexington Ave & E 120 St,E 58 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Crescent St & 30 Ave,21 St & 21 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Grand Army Plaza & Central Park S,E 58 St & 3 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Nassau Ave & Newell St,Driggs Ave & N 9 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 48 St & 5 Ave,36 Ave & 10 St,member,2022-01-22,-5.9,1,1,Saturday,winter
St Marks Pl & 2 Ave,W 13 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Stanton St & Chrystie St,Mott St & Prince St,member,2022-01-22,-5.9,1,1,Saturday,winter
Dean St & Hoyt St,Dean St & Hoyt St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Graham Ave & Conselyea St,Grand St & Havemeyer St,member,2022-01-22,-5.9,1,1,Saturday,winter
Van Sinderen Ave & Truxton St,Lewis Ave & Decatur St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 84 St & 1 Ave,E 85 St & York Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 109 St & 3 Ave,Allen St & Stanton St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 53 St & Lexington Ave,E 51 St & Lexington Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 44 St & 11 Ave,W 31 St & 7 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Central Park North & Adam Clayton Powell Blvd,Central Park North & Adam Clayton Powell Blvd,member,2022-01-22,-5.9,1,1,Saturday,winter
Lafayette St & Jersey St,Allen St & Stanton St,member,2022-01-22,-5.9,1,1,Saturday,winter
Howard St & Lafayette St,Allen St & Stanton St,member,2022-01-22,-5.9,1,1,Saturday,winter
Graham Ave & Grand St,Stewart Ave & Johnson Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Butler St & Court St,Clinton St & Tillary St,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 44 St,E 63 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 84 St & 1 Ave,E 48 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 4 St & 7 Ave S,1 Ave & E 6 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 2 St & Avenue B,1 Ave & E 6 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Stanton St & Norfolk St,Mott St & Prince St,member,2022-01-22,-5.9,1,1,Saturday,winter
Canal St & Rutgers St,Allen St & Rivington St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 45 St & 8 Ave,E 51 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 93 St & 2 Ave,E 89 St & York Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Madison St & Montgomery St,Rivington St & Ridge St,member,2022-01-22,-5.9,1,1,Saturday,winter
Berkeley Pl & 7 Ave,Plaza St West & Flatbush Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 64 St & Thelonious Monk Circle,W 13 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 20 St & FDR Drive,W 13 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
S 4 St & Wythe Ave,Metropolitan Ave & Bedford Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 33 St & 5 Ave,12 Ave & W 40 St,member,2022-01-22,-5.9,1,1,Saturday,winter
36 St & 4 Ave,48 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Cedar St & Myrtle Ave,Putnam Ave & Knickerbocker Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 49 St,6 Ave & W 34 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Cleveland Pl & Spring St,E 11 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
31 St & Thomson Ave,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
Grand St & Elizabeth St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 30 St & 10 Ave,5 Ave & E 29 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Stanton St & Norfolk St,Mott St & Prince St,member,2022-01-22,-5.9,1,1,Saturday,winter
King St & Varick St,Mott St & Prince St,member,2022-01-22,-5.9,1,1,Saturday,winter
Kent Ave & N 7 St,Duffield St & Willoughby St,member,2022-01-22,-5.9,1,1,Saturday,winter
Bayard St & Leonard St,Driggs Ave & N 9 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Riverside Dr & W 91 St,W 92 St & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
Mercer St & Bleecker St,6 Ave & Broome St,member,2022-01-22,-5.9,1,1,Saturday,winter
Cleveland Pl & Spring St,Cleveland Pl & Spring St,member,2022-01-22,-5.9,1,1,Saturday,winter
40 Ave & 9 St,40 Ave & 9 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Willis Ave & E 137 St,Willis Ave & Bruckner Blvd,member,2022-01-22,-5.9,1,1,Saturday,winter
2 Ave & E 29 St,11 Ave & W 27 St,member,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 31 St,E 55 St & 2 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Bayard St & Baxter St,West End Ave & W 60 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Columbia St & Rivington St,Rivington St & Ridge St,member,2022-01-22,-5.9,1,1,Saturday,winter
Pearl St & Hanover Square,12 Ave & W 40 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 20 St & FDR Drive,1 Ave & E 18 St,member,2022-01-22,-5.9,1,1,Saturday,winter
11 Ave & W 59 St,Riverside Dr & W 145 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 70 St & Amsterdam Ave,Central Park West & W 85 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Frederick Douglass Blvd & W 115 St,W 92 St & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
E 118 St & 1 Ave,3 Ave & E 100 St,member,2022-01-22,-5.9,1,1,Saturday,winter
5 Ave & E 135 St,Lenox Ave & W 140 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Dean St & Hoyt St,6 Ave & 9 St,member,2022-01-22,-5.9,1,1,Saturday,winter
5 Ave & E 78 St,6 Ave & W 34 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 7 St & Avenue A,Cleveland Pl & Spring St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 109 St & 3 Ave,2 Ave & E 96 St,member,2022-01-22,-5.9,1,1,Saturday,winter
St Marks Pl & 1 Ave,1 Ave & E 6 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 39 St,E 65 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 33 St & 1 Ave,E 39 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 13 St & Avenue A,W 13 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Monroe St & Bedford Ave,Marcus Garvey Blvd & Macon St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 115 St & Lexington Ave,Lexington Ave & E 111 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 2 St & Avenue C,Allen St & Stanton St,member,2022-01-22,-5.9,1,1,Saturday,winter
Crescent St & 34 Ave,34 Ave & 38 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Madison Ave & E 26 St,Allen St & Hester St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Union St & 4 Ave,Church Ave & McDonald Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 4 St & 7 Ave S,W 20 St & 8 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 64 St & Thelonious Monk Circle,West End Ave & W 60 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Carlton Ave & Park Ave,Washington Park,member,2022-01-22,-5.9,1,1,Saturday,winter
Graham Ave & Conselyea St,Kent St & McGuinness Blvd,member,2022-01-22,-5.9,1,1,Saturday,winter
21 St & 31 Dr,Vernon Blvd & 31 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Stanton St & Chrystie St,Market St & Henry St,member,2022-01-22,-5.9,1,1,Saturday,winter
Forsyth St & Canal St,Market St & Henry St,member,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 16 St,W 15 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Clinton St & Joralemon St,Dean St & Hoyt St,member,2022-01-22,-5.9,1,1,Saturday,winter
Duffield St & Willoughby St,Union St & 4 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 31 St,1 Ave & E 18 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 20 St & 8 Ave,Lexington Ave & E 36 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 22 St & 10 Ave,Lexington Ave & E 36 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Bank St & Hudson St,Bleecker St & Crosby St,member,2022-01-22,-5.9,1,1,Saturday,winter
Clinton St & Union St,DeKalb Ave & S Portland Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 21 St & 6 Ave,Rivington St & Ridge St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 18 St & 6 Ave,E 23 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Bushwick Ave & Harman St,Irving Ave & DeKalb Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 16 St,E 33 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
S 5 Pl & S 5 St,Willoughby Ave & Myrtle Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Underhill Ave & Lincoln Pl,Lafayette Ave & Classon Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Monroe St & Bedford Ave,Willoughby Ave & Myrtle Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Ave D & E 8 St,E 13 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Van Buren St & Broadway,Waterbury St & Stagg St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Willoughby St & Ashland Pl,Washington Park,member,2022-01-22,-5.9,1,1,Saturday,winter
Broadway & W 56 St,Amsterdam Ave & W 82 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Carmine St & 6 Ave,Mercer St & Bleecker St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 17 St & 8 Ave,Mercer St & Bleecker St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 93 St & 2 Ave,E 106 St & Madison Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Allen St & Hester St,Howard St & Lafayette St,member,2022-01-22,-5.9,1,1,Saturday,winter
Canal St & Rutgers St,Cleveland Pl & Spring St,member,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 16 St,Market St & Cherry St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 39 St & 2 Ave,E 39 St & 2 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 109 St & 3 Ave,E 85 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Bank St & Washington St,12 Ave & W 40 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 4 St & 2 Ave,E 9 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 50 St & 10 Ave,W 34 St &\tHudson Blvd E,casual,2022-01-22,-5.9,1,1,Saturday,winter
5 Ave & E 78 St,W 87 St & Amsterdam Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
St Marks Pl & 2 Ave,Stanton St & Chrystie St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 4 St & 7 Ave S,E 33 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Beaver St & Fayette St,Knickerbocker Ave & George St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lafayette Ave & Ft Greene Pl,Henry St & Atlantic Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 5 St & Avenue C,Pike St & E Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
Lexington Ave & E 29 St,W 52 St & 11 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 16 St,W 31 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
30 Ave & 47 St,Vernon Blvd & 31 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Greene Av & Myrtle Av,Knickerbocker Ave & Halsey St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 33 St & 1 Ave,6 Ave & W 34 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Hudson St & N Moore St,Cleveland Pl & Spring St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Amsterdam Ave & W 73 St,Amsterdam Ave & W 82 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenwich Ave & Charles St,Washington St & Barrow St,member,2022-01-22,-5.9,1,1,Saturday,winter
46 Ave & 5 St,45 Rd & 11 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Hancock St & Bedford Ave,White St & Moore St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 74 St & 1 Ave,E 23 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Douglass St & 3 Ave,Dwight St & Van Dyke St,member,2022-01-22,-5.9,1,1,Saturday,winter
Plaza St East & Flatbush Ave,Clinton Ave & Myrtle Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Cleveland Pl & Spring St,Howard St & Lafayette St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Schermerhorn St & Court St,Clinton St & Tillary St,member,2022-01-22,-5.9,1,1,Saturday,winter
Leonard St & Maujer St,Clark St & Henry St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Amsterdam Ave & W 79 St,Riverside Dr & W 91 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Marcus Garvey Blvd & Macon St,E 11 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
E 11 St & Avenue B,Stanton St & Chrystie St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Amsterdam Ave & W 73 St,Amsterdam Ave & W 82 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 53 St & Lexington Ave,W 47 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 21 St & 6 Ave,Washington St & Barrow St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 24 St & 7 Ave,6 Ave & W 45 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Central Park West & W 76 St,Central Park W & W 91 St,member,2022-01-22,-5.9,1,1,Saturday,winter
2 Ave & E 99 St,E 85 St & York Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & 9 St,St Marks Pl & 4 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 22 St & 10 Ave,W 20 St & 7 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 63 St & Broadway,West End Ave & W 60 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 13 St & Avenue A,E 2 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
Stanton St & Chrystie St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 41 St & 8 Ave,W 55 St & 6 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 138 St & Canal St W,St Ann's Ave & Westchester Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Clinton St & 4 Place,Butler St & Court St,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 78 St,2 Ave & E 96 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 15 St & 6 Ave,W 25 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenwich Ave & Charles St,Bleecker St & Crosby St,casual,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & 60 St,6 Ave & 60 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Berkeley Pl & 6 Ave,Carlton Ave & Dean St,casual,2022-01-22,-5.9,1,1,Saturday,winter
S 4 St & Wythe Ave,Allen St & Stanton St,casual,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 62 St,Lexington Ave & E 127 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 70 St & Amsterdam Ave,W 64 St & Thelonious Monk Circle,member,2022-01-22,-5.9,1,1,Saturday,winter
Avenue D & E 10 St,Division St & Bowery,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenpoint Ave & Manhattan Ave,Grand St & Havemeyer St,member,2022-01-22,-5.9,1,1,Saturday,winter
Ave D & E 8 St,Mercer St & Bleecker St,member,2022-01-22,-5.9,1,1,Saturday,winter
Division St & Bowery,Division St & Bowery,member,2022-01-22,-5.9,1,1,Saturday,winter
E 53 St & Lexington Ave,E 41 St & Madison Ave (SE corner),member,2022-01-22,-5.9,1,1,Saturday,winter
Division St & Bowery,Fulton St & Pearl St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Division St & Bowery,Nassau Ave & Russell St,member,2022-01-22,-5.9,1,1,Saturday,winter
Prospect Pl & Underhill Ave,Wyckoff St & Nevins St,member,2022-01-22,-5.9,1,1,Saturday,winter
Stanton St & Norfolk St,E 13 St & 2 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
21 St & 23 Ave,31 St & Ditmars Blvd,member,2022-01-22,-5.9,1,1,Saturday,winter
Pearl St & Hanover Square,West End Ave & W 60 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Knickerbocker Ave & Thames St,Powers St & Olive St,member,2022-01-22,-5.9,1,1,Saturday,winter
Emerson Pl & Myrtle Ave,Willoughby Ave & Hall St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 39 St & 2 Ave,Lexington Ave & E 36 St,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 39 St,E 39 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
44 Dr & Jackson Ave,Vernon Blvd & 50 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Schermerhorn St & Bond St,Wyckoff St & Nevins St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 42 St & 6 Ave,W 42 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Rogers Ave & Sterling St,Eastern Pkwy & Franklin Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
LaGuardia Pl & W 3 St,Allen St & Stanton St,member,2022-01-22,-5.9,1,1,Saturday,winter
11 Ave & W 59 St,W 48 St &  Rockefeller Plaza,member,2022-01-22,-5.9,1,1,Saturday,winter
Atlantic Ave & Furman St,Carroll St & Columbia St,member,2022-01-22,-5.9,1,1,Saturday,winter
Frederick Douglass Blvd & W 115 St,E 84 St & Park Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 10 St & Avenue A,E 13 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 11 St & 6 Ave,E 13 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Hanson Pl & Ashland Pl,Nassau St & Navy St,member,2022-01-22,-5.9,1,1,Saturday,winter
